the_geom,county,city_village_or_cdp,housing_type,complex_address,units,acres,status,year,comment,conversion_date,cartodb_id,latitude,longitude,number,street,city,zip
0101000020E6100000C0B0FCF9B64152C06D567DAEB6784440,Suffolk,Mount Sinai,COND,Mountain Ridge Dr. & N.Country,18,20.7,BUILT,1988,,,1299,40.943075,-73.026793,,Mountain Ridge Dr,Mount Sinai,11766
0101000020E610000005BF0D315E4452C0CA703C9F01794440,Suffolk,Port Jefferson,COND,202 Main St.,26,0.3,BUILT,1988,,,1332,40.945362,-73.068249,202,Main St,Port Jefferson,11777
0101000020E610000050189469344552C0B62E35423F5D4440,Suffolk,Montauk,COND,Fairway Pl. & Fairway Ave.,24,5.3,BUILT,1988,,,1410,40.728493,-73.081324,,Fairway E,Sayville,11782
0101000020E61000007C7E18213C4352C035423F53AF634440,Suffolk,Holbrook,COND,Crescent Circle & Nicoll's Rd.,105,27,BUILT,1988,,,1645,40.778788,-73.050545,,Crescent Cir,Holbrook,11741
0101000020E6100000282D5C56615352C04948A46DFC5B4440,Suffolk,West Islip,COND,Anthony Dr. & Udall Rd.,15,2.5,BUILT,1988,,,1723,40.718641,-73.302816,,Anthony Dr,West Islip,11795
0101000020E6100000C44142942F2A52C03CF9F4D896694440,Suffolk,Westhampton,COND,Beaver Lake Ct. & Montauk Hwy.,21,5.2,BUILT,1988,,,1819,40.824916,-72.659154,,Beaver Lake Ct,Westhampton,11977
0101000020E6100000C4EC65DB694F52C0AED7F4A0A0704440,Suffolk,Kings Park,COND,Lakebridge Dr. & Lawrence Rd.,200,35.5,BUILT,1988,,,1865,40.879902,-73.240836,,Lakebridge Dr N,Kings Park,11754
0101000020E61000000AF65FE7A64852C010255AF2786A4440,Suffolk,Lake Ronkonkoma,COND,Smithtown Blvd. & Rosevale Ave,56,9.5,BUILT,1988,,,1870,40.831816,-73.135187,,Rosevale Ave,Ronkonkoma,11779
0101000020E6100000C571E0D5725B52C0E8C072840C5A4440,Suffolk,North Amityville,APT,865 County Line Rd.& Ritter Av,62,2.4,BUILT,1988,SRCIT-AFFORD,1993,1096,40.703507,-73.428884,865,County Line Rd,Amityville,11701
0101000020E6100000E41C2BE7415452C01CFD7964BD5E4440,Suffolk,North Babylon,COND,Primrose La. & Weeks Rd.,64,6,BUILT,1988,SRCIT,,1117,40.7401548,-73.3165224,,,Babylon,11703
0101000020E61000002B323A20095652C0CDE847C329594440,Suffolk,West Babylon,APT,Athens Ct & Great East Neck Rd,48,2.2,BUILT,1988,SRCIT,,1142,40.696587,-73.344307,,Athens Ct,West Babylon,11704
0101000020E6100000C422861DC65552C04FCC7A31945B4440,Suffolk,West Babylon,APT,Nicole Pl. & Hubbards Path,62,2.3,BUILT,1988,SRCIT,,1154,40.71546,-73.340217,,Hubbards Path,West Babylon,11704
0101000020E6100000C64D0D349F5652C0CAC51858C75B4440,Suffolk,West Babylon,APT,870 Little East Neck Rd.,48,1.8,BUILT,1988,SRCIT,,1156,40.717021,-73.353467,870,Little East Neck Rd N,West Babylon,11704
0101000020E61000009B9141EE224052C0B0743E3C4B744440,Suffolk,Gordon Heights,COND,Strathmore on the Green Dr.,273,83.5,BUILT,1988,SF,,1243,40.908546,-73.002132,,Strathmore Ct,Coram,11727
0101000020E6100000DFDDCA129D4752C0AF795567B55E4440,Suffolk,Oakdale,APT,Patricia Ct. & Race Pl.,88,5.3,BUILT,1988,SRCIT,,1684,40.739911,-73.118962,,Patricia Ct,Oakdale,11769
0101000020E6100000D72FD80DDB1B52C0944C4EED0C874440,Suffolk,Southold,COND,4 Main Bayview Rd.,33,8.4,BUILT,1988,,,1909,41.055082,-72.435245,4,Main Bayview Rd,Southold,11971
0101000020E61000007B140901D46A52C0FCDA9F30CD4A4440,Nassau,Long Beach,COND,"164,170 W. Broadway",50,0.7,BUILT,1989,,,637,40.5843869,-73.6691897,164-170,W Broadway,,11561
0101000020E6100000E3E0D231E76C52C046EF54C03D514440,Nassau,Hewlett,COND,1180 E. Broadway,12,,BUILT,1989,,,316,40.634697,-73.701611,1180,E Broadway,Hewlett,11557
0101000020E61000004F948444DA6E52C07EACE0B721644440,Nassau,Great Neck Plaza,COND,237 Great Neck Rd.,20,0.2,BUILT,1989,,,677,40.782279,-73.732072,237,Great Neck Rd,Great Neck,11021
0101000020E61000008EB0A888D36E52C0AB4203B16C644440,Nassau,Great Neck Plaza,COND,88 Cuttermill Rd.,55,0.6,BUILT,1989,,,727,40.784567,-73.731661,88,Cuttermill Rd,Great Neck,11021
0101000020E6100000506EDBF7A86C52C0F7031E1840664440,Nassau,Manhasset,COND,61-99 Orchard St.,28,1.7,BUILT,1989,,,744,40.798831,-73.697813,61,Orchard St,Manhasset,11030
0101000020E6100000A9C29FE1CD5A52C0268E3C1059564440,Suffolk,Amityville,APT,92 Park Ave.,10,1.2,BUILT,1989,,,1015,40.674593,-73.418816,92,Park Ave,Amityville,11701
0101000020E61000008D7C5EF1D45A52C0CF30B5A50E564440,Suffolk,Amityville,COND,Windsor Ct. & Park Ave.,10,1.1,BUILT,1989,,,1034,40.672322,-73.419247,,Park Ave,Amityville,11701
0101000020E6100000FD4E93196F4052C02C7DE882FA724440,Suffolk,Coram,COND,35 Gibbs Rd.,40,5.7,BUILT,1989,,,1212,40.89827,-73.006781,35,Gibbs Rd,Coram,11727
0101000020E61000001E520C90685452C09D84D21742744440,Suffolk,Fort Salonga,COND,Woodpath Dr. & Norwood Rd.,38,26.4,BUILT,1989,,,1450,40.908267,-73.318882,,Norwood Rd,Northport,11768
0101000020E6100000187D0569C64A52C00839EFFFE35E4440,Suffolk,Great River,APT,115 Connetquot Ave.,27,4.3,BUILT,1989,,,1634,40.741333,-73.16836,115,Connetquot Ave,East Islip,11730
0101000020E6100000DAE21A9FC94352C04B77D7D990654440,Suffolk,Holbrook,COND,Timber Ridge Dr. & C.R. 19,104,12.6,BUILT,1989,,,1654,40.793483,-73.059181,,Timber Ridge Dr,Holbrook,11741
0101000020E6100000319413ED2A4752C080290307B45E4440,Suffolk,Oakdale,COND,Race Pl. & Locust Ave.,75,21.4,BUILT,1989,,,1688,40.739869,-73.111995,,Locust Ave,Oakdale,11769
0101000020E61000005A83F755B94552C019709692E55E4440,Suffolk,Sayville,APT,60-142 Easy St. & Cherry St.,36,5.7,BUILT,1989,,,1698,40.741381,-73.089437,,Easy St,Sayville,11782
0101000020E61000002BBEA1F0D95152C010B1C1C2495C4440,Suffolk,West Bay Shore,COND,Mystic Circle & Wohseepee Dr.,70,12.8,BUILT,1989,,,1716,40.721001,-73.278927,,Mystic Cir,Bay Shore,11706
0101000020E61000005CCAF962EF1752C05F0839EFFF714440,Suffolk,Southampton,COND,Cobblefield La. & Narrow La.,25,25.4,BUILT,1989,,,1802,40.890623,-72.373986,,Cobblefield Ln,Southampton,11968
0101000020E6100000C4211B48174852C0DBF813950D794440,Suffolk,Kings Park,COND,Indian Trace & Meadow Rd.,45,7.6,BUILT,1989,,,1867,40.945727,-73.126421,,Indian Path,East Setauket,11733
0101000020E6100000F5D555815A5B52C066868DB27E6F4440,Suffolk,Smithtown,COND,Willow Ridge Dr. & Route 25A,62,11.9,BUILT,1989,,,1892,40.871054,-73.427399,,State Rte 25a,Huntington,11743
0101000020E6100000F644D7851F5852C0191BBAD91F584440,Suffolk,Lindenhurst,APT,150 N. Broadway & School St.,50,1.8,BUILT,1989,SRCIT,,1084,40.688472,-73.376924,,N Broadway,Lindenhurst,11757
0101000020E61000001840F850A24452C0ED10FFB0A5734440,Suffolk,Centereach,APT,4089 Nesconset Hwy.,99,7.4,BUILT,1989,SRCITCONG,,1188,40.903494,-73.072407,4089,Nesconset Hwy,Centereach,11720
0101000020E6100000598638D6C54D52C0E2CAD93BA35D4440,Suffolk,Islip,APT,24 Locust Ave. & Grant Ave.,36,2.1,BUILT,1989,SRCIT,,1671,40.731544,-73.2152,,Grant Ave,Islip,11751
0101000020E61000000D7041B62C4852C044FCC3961E5F4440,Suffolk,West Sayville,APT,Greenview Circle & Montauk Hwy,52,3.7,BUILT,1989,SRCIT,,1726,40.743121,-73.127729,,Greenview Ct,Oakdale,11769
0101000020E6100000319413ED2A4752C080290307B45E4440,Suffolk,West Sayville,COND,Windmill Gate & Locust Ave.,110,20.4,BUILT,1989,SRCIT-SF,,1727,40.739869,-73.111995,,Locust Ave,Oakdale,11769
0101000020E61000006589CE328B5052C03106D671FC704440,Suffolk,Kings Park,APT,Wartburg Dr. & 1st Ave.,242,15,BUILT,1989,SRCIT,,1862,40.882704,-73.258496,,1st Ave,Kings Park,11754
0101000020E61000006589CE328B5052C03106D671FC704440,Suffolk,Kings Park,APT,Wartburg Dr. & 1st Ave.,45,,BUILT,1989,SRCIT-AFFORD,,1863,40.882704,-73.258496,,1st Ave,Kings Park,11754
0101000020E61000001603DA0CA65052C09929ADBF255E4440,Suffolk,Bay Shore,COND,Trim St. & N. Park Ave.,36,5.8,BUILT,1990,,,1539,40.735527,-73.2601349,,,Islip,11763
0101000020E6100000F56393FC886A52C04C8A8F4FC84A4440,Nassau,Long Beach,APT,10 W. Broadway,109,0.7,BUILT,1990,,,560,40.584238,-73.664611,10,W Broadway,Long Beach,11561
0101000020E610000038BEF6CC923252C0BC5983F7556D4440,Suffolk,Manorville,COND,Kettle Hole Rd.& Chapman Blvd.,32,20.5,BUILT,1990,,,1260,40.854186,-72.79021,,Kettle Hole Rd,Manorville,11949
0101000020E6100000A703594FAD6B52C02905DD5ED25A4440,Nassau,Franklin Square,APT,1140 Hempstead Tpke.,48,,BUILT,1990,SRCITCONG,,112,40.709545,-73.682453,1140,Hempstead Tpke,Franklin Square,11010
0101000020E61000004BB1A371A84152C0BD8A8C0E48624440,Suffolk,Patchogue,APT,77 Waverly Ave.,80,2.9,BUILT,1990,,,1331,40.767824,-73.025906,77,Waverly Ave,Patchogue,11772
0101000020E6100000A301BC05124452C0307F85CC95674440,Suffolk,Holbrook,COND,Colony Dr. & Furrows Rd.,144,72.1,BUILT,1990,,,1653,40.809259,-73.0636,,Colony Dr,Holbrook,11741
0101000020E6100000ECDB4944F84A52C0A9DBD9571E664440,Suffolk,Islandia,COND,Beekman Pl. & Erhardt Way,68,11.5,BUILT,1990,,,1662,40.797801,-73.171403,,Beekman Pl,Islandia,11749
0101000020E6100000BA4A77D7D96552C07FA5F3E1595A4440,Nassau,Uniondale,APT,St. Agnes Rd. & Jerusalem Ave.,75,,BUILT,1990,SRCIT-AFFORD,,487,40.705868,-73.591421,,,Uniondale,11553
0101000020E610000053CE177B2F1752C0D908C4EBFA734440,Suffolk,Water Mill,COND,10 Head of Pond Rd. & Montauk,12,1.6,BUILT,1990,,,1815,40.906095,-72.362273,,Head Of Pond Rd,Watermill,11976
0101000020E6100000ACFD9DEDD15A52C08352B4722F564440,Suffolk,Amityville,APT,52 Park Ave.,10,0.7,BUILT,1991,,,1018,40.673323,-73.419063,52,Park Ave,Amityville,11701
0101000020E61000004C4F58E2013352C0D8648D7A88664440,Suffolk,Center Moriches,APT,Beaver Spur&Jerusalem HollowRd,140,30.9,BUILT,1991,,,1180,40.80104,-72.79699,,,Center Moriches,11934
0101000020E6100000081F4AB4E44252C04A5D328E91764440,Suffolk,Port Jefferson Station,APT,Sylvan La. & Route 347,54,7.5,BUILT,1991,,,1356,40.926317,-73.045209,,State Rte 347,Port Jefferson Station,11776
0101000020E6100000E868554B3AFC51C0BFF2203D45844440,Suffolk,Montauk,COND,160 S. Emerson Ave.,12,1.2,BUILT,1991,,,1420,41.033363,-71.941058,160,S Emerson Ave,Montauk,11954
0101000020E6100000B81D1A16A35552C0836C59BE2E694440,Suffolk,Huntington Station,COND,Northwood Cir.,19,4.9,BUILT,1991,,,1486,40.821739,-73.338079,,Northwood Ct,Huntington Station,11746
0101000020E6100000FDBE7FF3E25052C0CC290131095F4440,Suffolk,Bay Shore,APT,Debora Ct. & Fifth Ave.,36,3.1,BUILT,1991,,,1546,40.742468,-73.263852,,5th Ave,Bay Shore,11706
0101000020E61000001BBE8575E34252C02D7AA702EE5F4440,Suffolk,Bayport,COND,Northwood Ct. & Gillette Ave.,40,7.5,BUILT,1991,,,1578,40.749451,-73.045133,,Gillette Ave,Bayport,11705
0101000020E610000008C89750C14252C0B0E2546B61664440,Suffolk,Holtsville,COND,Lindsey Ct. & Waverly Ave.,26,17.5,BUILT,1991,,,1659,40.799848,-73.043049,,Lindsey Ct,Holtsville,11742
0101000020E6100000EB538EC9E25052C03D2AFEEF886C4440,Suffolk,Commack,COND,Sandy Hill Dr.& Kings Park Rd.,42,14.8,BUILT,1991,,,1850,40.847929,-73.263842,,Sandy Hill Rd,Commack,11725
0101000020E610000096D05D12675A52C0684128EFE35A4440,Suffolk,North Amityville,APT,110 Cedar Rd.,67,2.5,BUILT,1991,SRCIT,,1091,40.710081,-73.412541,110,Cedar Rd,Amityville,11701
0101000020E610000079211D1EC25552C0C6FCDCD094594440,Suffolk,West Babylon,COND,Petersen Ct. & Arnold Ave.,12,1.6,BUILT,1991,SRCIT,,1155,40.699854,-73.339973,,Arnold Ave,West Babylon,11704
0101000020E61000000EE32483125352C07DC62A4AAE654440,Suffolk,Dix Hills,COND,Julia Circle & Commack Rd.,16,15.6,BUILT,1991,,,1443,40.7943814,-73.2980049,,,Huntington,
0101000020E6100000E1D1C6116B5052C0CF656A12BC5B4440,Suffolk,Bay Shore,APT,241 W. Main St.,13,0.5,BUILT,1991,SRCIT-AFFORD,,1550,40.716677,-73.256535,241,W Main St,Bay Shore,11706
0101000020E61000007ADE8D05852152C038A1100187704440,Suffolk,Hampton Bays,APT,10 Squiretown Rd.,75,10,BUILT,1991,SRCIT-AFFORD,,1764,40.87912,-72.523744,10,Squiretown Rd,Hampton Bays,11946
0101000020E61000008A71FE26146552C0BF9B6ED921604440,Nassau,New Cassel,COND,54 School St.,79,1.9,BUILT,1992,SRCIT,,794,40.751033,-73.579355,54,School St,North Hempstead,
0101000020E6100000FD851E317A6652C0B7EEE6A90E574440,Nassau,Baldwin,COND,Woodland Estates Dr.& Clyde Rd,62,,BUILT,1992,,,48,40.680135,-73.601208,,Woodland Estates Dr,Baldwin,11510
0101000020E610000052BAF42F496952C049DA8D3EE6514440,Nassau,Oceanside,COND,140 Atlantic Ave.,25,,BUILT,1992,,,409,40.639839,-73.645092,140,Atlantic Ave,Oceanside,11572
0101000020E610000082E3326E6A5452C0CEC64ACCB35E4440,Suffolk,North Babylon,APT,25 Weeks Rd.,50,2,BUILT,1992,,,1121,40.739862,-73.318996,25,Weeks Rd,North Babylon,11703
0101000020E6100000E8F527F1B95B52C07AA69718CB6E4440,Suffolk,Cold Spring Harbor,COND,Insbrook Dr. & Woodbury Rd.,18,2.5,BUILT,1992,,,1441,40.865573,-73.433224,,Insbrook Dr,Huntington,11743
0101000020E6100000D1AE42CA4F5B52C0A2D11DC4CE704440,Suffolk,Huntington,COND,Southdown Ct.,22,8,BUILT,1992,,,1473,40.88131,-73.426745,,Southdown Ct,Huntington,11743
0101000020E6100000828DEBDFF55F52C0E6400FB56D544440,Nassau,Seaford,COOP,2601 Cedar St.,72,2.4,BUILT,1992,SRCIT-AFFORD,,470,40.659598,-73.499382,2601,Cedar St,Seaford,11783
0101000020E61000002E71E481C84952C021E692AAED6A4440,Suffolk,Nesconset,APT,116 Smithtown Blvd.,41,3.4,BUILT,1992,,,1873,40.835378,-73.152863,116,Smithtown Blvd,Nesconset,11767
0101000020E61000002E573F36C94752C0C153C8957A764440,Suffolk,Smithtown,COND,Stone Gate Ct. & Route 25A,26,5.1,BUILT,1992,,,1890,40.925616,-73.121656,,State Rte 25a,East Setauket,11733
0101000020E6100000D5EC8156604052C0A9F6E978CC704440,Suffolk,Coram,APT,Geo. Link Cir.& Mt.Sinai-Coram,76,9.3,BUILT,1992,SRCIT-AFFORD,,1203,40.88124,-73.00588,,,Coram,11727
0101000020E6100000BC033C69E13E52C00F5F268A90604440,Suffolk,East Patchogue,COND,Spinnaker La. & Colonial Dr.,36,40,BUILT,1992,SF,,1233,40.754411,-72.982508,,Colonial Dr,Patchogue,11772
0101000020E6100000EE3D5C72DC3252C056293DD34B6E4440,Suffolk,Manorville,COND,Cobbleridge La.& Chapman Blvd.,72,43,BUILT,1992,AFFORD,,1261,40.861689,-72.794705,,Cobbleridge Ln,Manorville,11949
0101000020E610000015E5D2F8853552C0DAFE959526674440,Suffolk,Mastic,APT,1745 Old Montauk Hwy.,37,3.4,BUILT,1992,SRCIT,,1270,40.805865,-72.836302,1718,Montauk Hwy,Mastic,11950
0101000020E610000034F279C5535652C036C98FF8156F4440,Suffolk,Greenlawn,APT,Duncan Elder Dr.,137,9.5,BUILT,1992,SRCIT-AFFORD,,1452,40.867858,-73.348863,,Duncan Elder Dr,Greenlawn,11740
0101000020E610000058CB9D99604752C0D7F6764B72624440,Suffolk,Bohemia,COND,Church St. & Locust Ave.,20,2,BUILT,1992,SRCIT,,1588,40.769113,-73.115271,,Church St,Bohemia,11716
0101000020E61000002E71E481C84952C021E692AAED6A4440,Suffolk,Nesconset,APT,116 Smithtown Blvd.,6,,BUILT,1992,SRCIT,,1874,40.835378,-73.152863,116,Smithtown Blvd,Nesconset,11767
0101000020E6100000EDE016E2475A52C08A288128F3674440,Suffolk,West Hills,COND,Whitman Ridge Dr.& Overhill Rd,17,4.6,BUILT,1993,,,1521,40.8121081,-73.4106374,,,Huntington,13804
0101000020E6100000B0C56E9F555052C07A6CCB80B36E4440,Suffolk,Holtsville,COND,Timber Ridge Dr.&Express Dr.S.,70,14.2,BUILT,1993,,,1246,40.864853,-73.255226,,Timber Ridge Dr,Commack,11725
0101000020E610000008C89750C15252C03AE7A7380E6A4440,Suffolk,Commack,COND,Hauppauge Rd. & Commack Rd.,97,84.6,BUILT,1993,,,1442,40.828559,-73.293049,,Commack Rd,Commack,11725
0101000020E610000005C58F31775A52C05E9ECE15A55A4440,Suffolk,North Amityville,COND,27 Schleigel Blvd.,72,9,BUILT,1993,AFFORD,,1092,40.708163,-73.413525,27,Schleigel Blvd,Amityville,11701
0101000020E6100000499D8026C24052C0AAD381ACA76E4440,Suffolk,Coram,COND,Theodore Dr. & Mooney Pond Rd.,195,33.5,BUILT,1993,SRCIT,,1195,40.864492,-73.01185,,Mooney Pond Rd,Coram,11727
0101000020E61000009D9B36E334FD51C03126FDBD14864440,Suffolk,Montauk,APT,Fort Pond Rd. & Flamingo Ave.,17,0.9,BUILT,1993,AFFORD,,1405,41.047508,-71.956353,,Fort Pond Rd,Montauk,11954
0101000020E6100000B03BDD79E26A52C0328FFCC1C0614440,Nassau,North Hills,COND,Links Dr. & Shelter Rock Rd.,195,125,BUILT,1994,,,810,40.763695,-73.670073,,Links Dr,Roslyn,11576
0101000020E6100000F302ECA3535452C03B70CE88D2604440,Suffolk,Deer Park,COND,336 Commack Rd.,24,3.5,BUILT,1994,,,1071,40.756425,-73.317605,336,Commack Rd,Deer Park,11729
0101000020E610000058207A52266352C02B69C537145E4440,Nassau,East Meadow,COOP,555 Salisbury Park Dr.,254,10,BUILT,1994,SRCIT-AFFORD,,77,40.734992,-73.549214,555,Salisbury Park Dr,East Meadow,11554
0101000020E6100000F261F6B2ED6752C02043C70E2A5B4440,Nassau,Hempstead,APT,123 W. Columbia St.,36,0.5,BUILT,1994,SRCIT-AFFORD,,252,40.712221,-73.623883,123,W Columbia St,Hempstead,11550
0101000020E61000008524B37A875C52C0ED478AC8B05A4440,Suffolk,Bay Shore,APT,"8, 10 Cherry St.",10,0.4,BUILT,1994,,,1525,40.70852,-73.445769,8,10th Ave,Farmingdale,11735
0101000020E61000008522DDCF295652C04BC8073D9B574440,Suffolk,West Babylon,APT,Bay Point Ct. & Muncie Rd.,55,3,BUILT,1994,SRCIT,,1137,40.684425,-73.346302,,Bay Point Ct,West Babylon,11704
0101000020E61000006F2A52616C4852C07A8B87F71C5E4440,Suffolk,Oakdale,COND,Ebbtide Ct. & Bayview Dr.,18,22.6,BUILT,1994,SF,,1691,40.735259,-73.131615,,Bayview Dr,Oakdale,11769
0101000020E61000001752D90BE05A52C093F30F6CA66F4440,Suffolk,Huntington,COND,Parkridge Ct.,16,1.4,BUILT,1995,,,1468,40.8722663,-73.4199247,,Parkridge Ct,Huntington,11743
0101000020E6100000DA7D7D63BE4452C0458545A055624440,Suffolk,Holbrook,APT,Saddle Rock Rd. & Sunrise Hwy.,330,41.6,BUILT,1995,,,1650,40.7682381,-73.0741204,1000,Saddle Rock Rd,Islip,11741
0101000020E61000008315A75A0B3052C069A7E672837B4440,Suffolk,Baiting Hollow,COND,4001-4015 The Fairway,16,3.6,BUILT,1995,,,1730,40.964949,-72.750693,4001,The Fairway,Riverhead,
0101000020E6100000D787F546AD5652C09E25C808A85A4440,Suffolk,West Babylon,APT,Rogers Ct. & Rte. 109,28,,BUILT,1995,,,1163,40.708253,-73.354326,,Rogers Ct,West Babylon,11704
0101000020E6100000E4BD6A65C24352C07B6649809A784440,Suffolk,Port Jefferson,COND,Princess Tree Ct.& Belle Terre,27,9.5,BUILT,1995,,,1345,40.942215,-73.05874,,Princess Tree Ct,Port Jefferson,11777
0101000020E6100000F2B1BB40494352C0E675C4211B784440,Suffolk,Port Jefferson,COND,Sea Court La. & N. Country Rd.,39,5.4,BUILT,1995,,,1349,40.938328,-73.051346,,N Country Rd,Port Jefferson,11777
0101000020E6100000382EE3A6065B52C0C366800BB26D4440,Suffolk,Huntington Station,COND,Horizon Ct.,22,3.1,BUILT,1995,,,1484,40.856996,-73.422281,,Horizon Ct,Huntington,11743
0101000020E6100000DD0720B5896752C0180AD80E465A4440,Nassau,Hempstead,COND,66 Henry St.,24,,BUILT,1995,AFFORD,,299,40.705263,-73.61778,66,Henry St,Hempstead,11550
0101000020E6100000EE76BD34456952C01C0A9FAD834F4440,Nassau,Oceanside,COOP,100 Daly Blvd. & Cove Dr.,120,,BUILT,1995,SRCIT,,401,40.621206,-73.644849,100,Daly Blvd,Oceanside,11572
0101000020E6100000BA66F2CD364E52C0A27A6B60AB5E4440,Suffolk,Islip,COND,Sunridge Lane & Peckham Ave.,11,3,BUILT,1995,,,1676,40.739605,-73.222095,,Peckham Ave,Islip,11751
0101000020E6100000E3FE23D3A14B52C0F14A92E7FA6A4440,Suffolk,Hauppauge,COND,Plantation Dr.& Mt.Pleasant Rd,30,4.9,BUILT,1995,,,1859,40.835782,-73.181752,,Plantation Dr,Hauppauge,11788
0101000020E61000000AA2EE03906C52C0A417B5FB556A4440,Nassau,Port Washington,APT,232 Main St.,59,5,BUILT,1995,SRCIT-AFFORD,,825,40.830749,-73.69629,232,Main St,Port Washington,11050
0101000020E6100000BCCCB051D65952C06649809A5A5A4440,Suffolk,North Amityville,APT,565-595 Albany Ave.,266,13.6,BUILT,1995,SRCITCONG,,1094,40.70589,-73.403706,565,Albany Ave,Amityville,11701
0101000020E6100000E25817B7D15752C06A300DC3475A4440,Suffolk,North Lindenhurst,APT,N. Monroe Ave.,86,3.4,BUILT,1995,SRCIT,,1126,40.705315,-73.372175,,N Monroe Ave,Lindenhurst,11757
0101000020E6100000D787F546AD5652C09E25C808A85A4440,Suffolk,West Babylon,APT,Rogers Ct. & Rte. 109,114,6.4,BUILT,1995,SRCIT,,1162,40.708253,-73.354326,,Rogers Ct,West Babylon,11704
0101000020E61000005CE509849D4352C04C37894160754440,Suffolk,Middle Island,COND,Country View &Coram-Sweezytown,66,22.5,BUILT,1995,AFFORD,,1282,40.917,-73.056489,,Country View Ln,Port Jefferson Station,11776
0101000020E6100000EFC8586DFE6A52C0B2BAD573D2534440,Nassau,Lynbrook,COND,114 Atlantic Ave & Sunrise Hwy,89,,BUILT,1996,,,360,40.65486,-73.671779,,Atlantic Ave,Lynbrook,11563
0101000020E6100000FEF33460904052C06A317898F66F4440,Suffolk,Coram,APT,Towne Woods Rd. & Rte. 112,432,65.9,BUILT,1996,,,1201,40.874713,-73.008812,,Towne Woods Rd,Coram,11727
0101000020E6100000F624B039076752C0DE921CB0AB514440,Nassau,Baldwin Harbor,COOP,85500 Webster St. & Verity La.,60,2.7,BUILT,1996,SRCIT-AFFORD,,50,40.638052,-73.609816,,Verity Ln,Baldwin,11510
0101000020E61000007AE1CE85915A52C08063CF9ECB6E4440,Suffolk,Huntington,COND,Springwood La.,16,2.4,BUILT,1996,,,1463,40.865589,-73.415132,,Springwood Ln,Huntington,11743
0101000020E6100000317BD976DA4A52C0CAFD0E45816C4440,Suffolk,Nesconset,APT,744 Route 347 & Terry Rd.,312,20.6,BUILT,1996,,,1871,40.847695,-73.169584,,State Rte 347,Smithtown,11787
0101000020E61000000305DEC9A75E52C082FE428F185F4440,Nassau,Bethpage,COOP,Amalia Ct. & Powell Ave.,52,2,BUILT,1996,SRCIT,,871,40.742937,-73.478991,,Amalia Ct,Bethpage,11714
0101000020E61000004EEFE2FDB84352C06552431B805F4440,Suffolk,Bayport,COND,327-349 Oakwood Ave. & 27A,12,1.8,BUILT,1996,SRCIT,,1579,40.746097,-73.058166,349,Oakwood Ave,Bayport,11705
0101000020E61000003A799109F86C52C051A2258FA7594440,Nassau,Elmont,COND,1601 Johnson Ave.,12,,BUILT,1997,,,97,40.700426,-73.702639,1601,Johnson Ave,Elmont,11003
0101000020E61000006F826F9A3E6B52C0959EE925C64A4440,Nassau,Long Beach,COND,432-462 Oceanfront,16,,BUILT,1997,,,596,40.584172,-73.675696,462,Oceanfront,Long Beach,11561
0101000020E6100000BED87BF1455952C0FEF0F3DF83594440,Suffolk,North Amityville,APT,Cassata Dr. & New Hwy.,56,,BUILT,1997,,,1101,40.699337,-73.394894,,Cassata Dr,Copiague,11726
0101000020E6100000253E7782FD5752C044DE72F563714440,Suffolk,Centerport,COND,Courtyard Cir. & Route 25A,15,3.8,BUILT,1997,,,1440,40.885863,-73.374848,,Courtyard Cir,Centerport,11721
0101000020E6100000CC24EA059F5A52C0211E8997A7614440,Suffolk,Melville,APT,55 Republic Rd. & Ruland Rd.,154,10.8,BUILT,1997,,,1492,40.762927,-73.415956,,Republic Rd,Melville,11747
0101000020E6100000C6A2E9EC646752C0C2F869DC9B594440,Nassau,Hempstead,COND,Jerusalem Ave. & Greenwich St.,32,,BUILT,1997,AFFORD,,281,40.700069,-73.615535,,Greenwich St,Hempstead,11550
0101000020E6100000813E9127494B52C057CF49EF1B5F4440,Suffolk,East Islip,COND,Heckscher Spur Rd.,15,2.1,BUILT,1997,,,1631,40.74304,-73.17634,,Heckscher Spur Dr,East Islip,11730
0101000020E6100000B5FF01D6AA4652C08A00A777F1604440,Suffolk,Holbrook,APT,Spruce Dr. & Sunrise Hwy.,360,33,BUILT,1997,,,1651,40.757369,-73.104177,,Spruce Ave,Sayville,11782
0101000020E6100000787E5182FE2B52C0EF01BA2F67644440,Suffolk,Westhampton,COND,580 Dune Rd.,14,4.5,BUILT,1997,,,1821,40.784399,-72.687409,580,Dune Rd,Westhampton Beach,11978
0101000020E6100000A723809BC54A52C0EA2285B2F0694440,Suffolk,Hauppauge,COND,Town Line Rd. & Terry Rd.,55,10.8,BUILT,1997,,,1858,40.827658,-73.168311,,Terry Rd,Hauppauge,11788
0101000020E610000044F98216125F52C04034F3E49A5E4440,Nassau,Bethpage,COOP,400 Central Ave.,300,12.4,BUILT,1997,SRCIT,,874,40.739102,-73.485479,400,Central Ave,Bethpage,11714
0101000020E61000004582A966D65C52C0A12DE7525C5D4440,Nassau,Farmingdale,APT,477-481 Fulton St.,28,,BUILT,1997,SRCIT-AFFORD,,916,40.72938,-73.450586,481,Fulton St,Farmingdale,11735
0101000020E6100000BED87BF1455952C0FEF0F3DF83594440,Suffolk,North Amityville,APT,Cassata Dr. & New Hwy.,80,8.4,BUILT,1997,SRCIT,,1100,40.699337,-73.394894,,Cassata Dr,Copiague,11726
